p0;p0->0.4;-32.835;-5.592;0.400
p1;p1->0.4;-22.234;-5.591;0.400
p2;p2->0.6;-15.965;-5.638;0.600
p3;p3->0.6;-5.305;-5.995;0.600
p4;p4->0.6;6.709;-6.202;0.600
p5;p5->0.6;15.504;-6.289;0.600
p6;p6->0.6;24.804;-6.569;0.600
p7;p7->0.4;28.595;-6.776;0.400
p8;p8->0.3;32.778;-6.860;0.300
p9;p9->0.2;35.061;-3.964;0.200
p10;p10->0.3;35.290;-1.168;0.300
